id,name,created_at,favorite_count,retweet_count,text
1582765529105776640,JoeBiden,2022-10-19 16:08:03+00:00,2885,716,"Everything Democrats have fought so hard for is on the ballot in November, and we can't stop our progress. 

Can you help support Democrats with a donation before midnight?
https://t.co/jSpb5AuNRI"
1582725774594871297,JoeBiden,2022-10-19 13:30:04+00:00,5386,1381,"My good friend @BarackObama knows what is at stake in the midterm elections. If we elect more Democrats to Congress, we can codify Roe v. Wade and move forwards, not backwards.

Go to https://t.co/Hy8C4n0lUk to make your plan to vote. 
https://t.co/o8CQYr38fM"
1582516811350048768,JoeBiden,2022-10-18 23:39:44+00:00,8484,1842,"Together, we'll restore the right to choose for every woman in every state in America.

We can do this if we vote. Make a plan to vote at https://t.co/Hy8C4mJiSk."
1582467301844082695,JoeBiden,2022-10-18 20:23:00+00:00,23390,5357,It’s time to pass an assault weapons ban to keep our communities safe. https://t.co/M8KqBGhFJY
1582419442432061440,JoeBiden,2022-10-18 17:12:49+00:00,5794,1456,"The final say about your right to choose rests with you.

If you do your part and vote, Democratic leaders in Congress will do their part.

I’ll do my part.

With your support, I will sign a law codifying Roe in January.
https://t.co/Hy8C4n0lUk"
1582418009540292620,JoeBiden,2022-10-18 17:07:08+00:00,38061,8379,"We must elect more Democrats to the Senate and keep control of the House.

If we do that, here’s the promise I make to you and the American people:

The first bill I will send to Congress will be to codify Roe v. Wade. And when Congress passes it, I will sign it in January."
1582412615522783238,JoeBiden,2022-10-18 16:45:42+00:00,5112,1098,"MAGA Republicans don’t have a clue about the power of American women, but they’re about to find out. Tune in to hear how we’ll codify Roe v. Wade into law. https://t.co/pxoUTlJmbL"
1582387804083916801,JoeBiden,2022-10-18 15:07:06+00:00,10226,2060,"In total, more than 40 million Americans can stand to benefit from student debt relief. About 90% of that relief is going to go to people making less than $75,000 a year.

Let me be clear: Not a dime will go to those in the top 5% income bracket. Period."
1582172358378491905,JoeBiden,2022-10-18 00:51:00+00:00,13713,4131,"Republicans want a national ban on abortion—but if we elect two more Democratic senators and keep the House, we will codify Roe v. Wade. https://t.co/vyvNKzN1wG"
1582150969437360128,JoeBiden,2022-10-17 23:26:00+00:00,4775,1171,"With our votes, we have the power to move our country forward. Make a plan to vote early or on Election Day! https://t.co/Hy8C4mJiSk"
1582118510037446656,JoeBiden,2022-10-17 21:17:01+00:00,6514,1628,"We’re bringing relief to millions of borrowers who need it most. 

The application to apply for student debt relief is now open. Apply today: https://t.co/jHpKgsh7dY https://t.co/YJNYVSdBHt"
1582053892380012549,JoeBiden,2022-10-17 17:00:15+00:00,14243,3182,"Despite opposition from some of the most powerful special interests in the nation, we're lowering health care costs and strengthening Medicare. And we're fighting for folks who need our help."
1581790846277779456,JoeBiden,2022-10-16 23:35:00+00:00,25160,10063,A vast majority of House Republicans have signed on to a Republican budget to cut Medicare and Social Security.
1581768199267553280,JoeBiden,2022-10-16 22:05:01+00:00,20664,4542,"Thanks to the Inflation Reduction Act, no senior in America on Medicare will have to pay more than $2,000 a year for their prescriptions, no matter how much they cost."
1581684394720305153,JoeBiden,2022-10-16 16:32:00+00:00,21222,3998,"Instead of Infrastructure Week being a punch line under my predecessor, Infrastructure Decade is a headline on my watch."
1581435510463266816,JoeBiden,2022-10-16 00:03:02+00:00,25237,7894,"When it came time to help our seniors, every single Republican in Congress sided with Big Pharma. https://t.co/3R51RX5lMN"
1581383663521972225,JoeBiden,2022-10-15 20:37:00+00:00,25205,5447,"Yesterday, I issued an Executive Order directing the Department of Health and Human Services to put a plan on my desk within 90 days finding additional ways to lower prescription drug costs for seniors."
1581333332981604353,JoeBiden,2022-10-15 17:17:00+00:00,15284,3616,"Next month, voters will have to decide. 

Democrats are working to bring down the cost of things talked about around the kitchen table—from prescription drugs to health care and more. 

Republicans are campaigning every day on an agenda to raise your costs."
1581049730565832705,JoeBiden,2022-10-14 22:30:04+00:00,67242,12757,The choice is clear. https://t.co/eHHawQoTsP
1581024045575045121,JoeBiden,2022-10-14 20:48:01+00:00,21864,4399,"Social Security benefits will go up by an average of $140 a month.

For the first time in 10 years, Social Security checks will go up while Medicare premiums go down."
1580996924366553088,JoeBiden,2022-10-14 19:00:14+00:00,8993,1976,"The Inflation Reduction Act locks in lower health care premiums for 13 million people, lowers seniors’ prescription drug prices, and caps their out-of-pocket expenses for prescription drugs at the pharmacy at $2,000 per year."
1580969439247233039,JoeBiden,2022-10-14 17:11:01+00:00,2862,622,"We have 25 days left until the midterm elections to elect Democrats up and down the ballot. 

You can support @TheDemocrats’ efforts to fight back against MAGA Republicans ahead of this critical election by chipping in before the FEC deadline: 
https://t.co/fFpE7Ynaqu"
1580704444701822976,JoeBiden,2022-10-13 23:38:02+00:00,74799,19623,"So much is at stake in these midterm elections, folks. https://t.co/6faoJ4nwia"
1580660907205480448,JoeBiden,2022-10-13 20:45:02+00:00,18053,2970,"In my first year in office, I protected more lands and water than any American president since John F. Kennedy. After the previous administration rolled back protections, I restored full protections to three national monuments in Utah and New England."
1580618624116854784,JoeBiden,2022-10-13 17:57:01+00:00,7849,1757,"Imagine if we elect two more Democrats to the Senate and keep the House. We'll codify Roe v. Wade, protect voting rights, and so much more.

Check your voter registration at https://t.co/Hy8C4mJiSk today."
1580357405522948096,JoeBiden,2022-10-13 00:39:01+00:00,14762,4820,"We capped insulin costs for people on Medicare, but a lot of our Republican friends said, “No, we’re not going to do it for other people.” https://t.co/aKtDlTKiaA"
1580332990047039489,JoeBiden,2022-10-12 23:02:00+00:00,10702,1670,"Today, using authorities under the Antiquities Act, I’m establishing the Camp Hale Continental Divide National Monument. 

This is the first new national monument of my presidency under this authority."
1580294737419939840,JoeBiden,2022-10-12 20:30:00+00:00,8507,3035,"In this November’s midterm elections, Democrats, Independents, and mainstream Republicans can come together to reject extreme MAGA Republicans. https://t.co/v8K5KwNzc3"
1580233090957737985,JoeBiden,2022-10-12 16:25:02+00:00,5308,1417,Senator Rick Scott has made it clear that he thinks Social Security and Medicare should be on the chopping block every five years. But we won't let him and the MAGA Republicans try to get their way: https://t.co/Hy8C4mJiSk.
1580002310809423872,JoeBiden,2022-10-12 01:08:00+00:00,41123,11751,"158 House Republicans have signed on to a Republican budget that would cut Social Security and Medicare.

I have a different idea: I’ll protect Social Security and Medicare and make them stronger."
1579897879174721536,JoeBiden,2022-10-11 18:13:02+00:00,3810,813,"With only 28 days until the midterm elections, the stakes are clear: Republicans want a national abortion ban. Democrats want to codify Roe. 

Can you contribute to help elect Democrats up and down the ballot? 
https://t.co/udGGj8j2jJ"
1579652252628836353,JoeBiden,2022-10-11 01:57:00+00:00,21987,7142,Ask yourself: Do you want to put your Social Security into the hands of Ted Cruz and Marjorie Taylor Greene? https://t.co/cs7XYruduV
1579567195868176385,JoeBiden,2022-10-10 20:19:01+00:00,62327,13283,"Every single Democrat voted for the Inflation Reduction Act.

Every single Republican voted against it."
1579277785255710720,JoeBiden,2022-10-10 01:09:00+00:00,24321,5855,"Republicans want a national ban on abortion—but if you give me two more Democratic senators and Democrats keep the House, I promise you we will codify Roe v. Wade. https://t.co/lkE2epWZiL"
1579238024717533184,JoeBiden,2022-10-09 22:31:00+00:00,19430,3430,"The CHIPs and Science Act will help ensure tens of thousands of new, high-paying construction jobs."
1579160012521234432,JoeBiden,2022-10-09 17:21:01+00:00,34963,5986,"Our economy created 263,000 jobs last month. That's 10 million jobs since I came into office—the fastest job growth at any point of any president in all of American history."
1578925968151875584,JoeBiden,2022-10-09 01:51:00+00:00,36822,8766,"If you’re on Medicare, your insulin will be capped at $35 a month thanks to the Inflation Reduction Act.

We wanted to cut the cost of insulin for everyone—including hundreds of thousands of children with Type 1 diabetes—but Republicans voted to strike that out of the bill."
1578822576771846144,JoeBiden,2022-10-08 19:00:10+00:00,24588,5335,"Republicans had no problem enacting a $2 trillion tax cut that overwhelmingly benefitted the wealthiest Americans and biggest corporations.

Now, thanks to the Inflation Reduction Act, corporations will have to pay a minimum corporate tax of 15%."
1578762191225860097,JoeBiden,2022-10-08 15:00:13+00:00,31103,4311,"We’re building a clean energy economy, and we’re doing it from the bottom up and the middle out."
1578565900738777088,JoeBiden,2022-10-08 02:00:13+00:00,14542,2994,MAGA Republicans can’t be pro-law enforcement and pro-insurrection. https://t.co/VXfRDwcUmc
1578543198494150656,JoeBiden,2022-10-08 00:30:01+00:00,11894,2152,"Today's jobs numbers are an encouraging sign that we are transitioning to stable, steady growth. And more Americans are working than ever before. 

There's more to do to grow our economy from the bottom up and middle out, but we're making progress."
1578520547645759490,JoeBiden,2022-10-07 23:00:00+00:00,5448,1196,This year’s elections are absolutely critical. Get involved at https://t.co/V9MzpvQJcq. https://t.co/oEUS8NQ2S8
1578493704494493696,JoeBiden,2022-10-07 21:13:20+00:00,58782,14504,"Many Republicans have called the Bipartisan Infrastructure program “socialist.” Then, they asked for money from it.

You can’t make this stuff up. https://t.co/yQVHlM3vYw"
1578456124587737108,JoeBiden,2022-10-07 18:44:01+00:00,11757,2180,"Last year, a family of four saved an average of $2,400 through the American Rescue Plan I signed into law. And now, the Inflation Reduction Act locks in place those lower health care premiums for millions of families who get their coverage through the Affordable Care Act."
1578399854451200000,JoeBiden,2022-10-07 15:00:25+00:00,22679,3302,"The United States must lead the world in producing semiconductor chips, and the CHIPs and Science Act is going to make sure that it will."
1578208490539081730,JoeBiden,2022-10-07 02:20:00+00:00,33509,8120,"Extreme MAGA Republican Senator Ron Johnson wants to put Social Security and Medicare on the chopping block every year.

This guy never gives up. 

But we never give up either."
1578182820996030476,JoeBiden,2022-10-07 00:38:00+00:00,34963,5167,"Sending people to prison for possessing marijuana has upended too many lives and incarcerated people for conduct that many states no longer prohibit. That's before you address the clear racial disparities around prosecution and conviction. 

Today, we start to right these wrongs."
1578164200253399042,JoeBiden,2022-10-06 23:24:00+00:00,7052,1270,"The CHIPs and Science Act makes historic investments in companies to build advanced manufacturing facilities here in America. 

Now IBM is investing $20 billion to design and manufacture semiconductors, mainframe technology, and quantum computers."
1578155139487207425,JoeBiden,2022-10-06 22:48:00+00:00,34458,5025,"Too many lives have been upended because of our failed approach to marijuana.

Today I announced a pardon of all prior federal offenses of simple possession of marijuana, urged governors to do the same, and asked HHS and DOJ to review how marijuana is scheduled under federal law."
1578076120427233280,JoeBiden,2022-10-06 17:34:01+00:00,9611,1659,"The world is changing. We can either shape it, or we can be shaped by it. I believe we have an enormous opportunity to build back a country that is even better than before.

Can I count on you to join us? https://t.co/V9Mzpw8kB0"
1578048186987454466,JoeBiden,2022-10-06 15:43:01+00:00,19903,5210,"Congressional Republicans are doubling down on their extreme position with a proposal for a national abortion ban. That means even if you live in a state where extremist Republican officials are not running the show, your right to choose will still be at risk."
1577834526365175808,JoeBiden,2022-10-06 01:34:00+00:00,27339,7009,"I wish I could say Republicans supported our progress in reducing health care costs and strengthening Medicare. That would be good for all of America.
 
But when it actually came time to do something about inflation around the kitchen table, every one of them voted no."
1577793255361609728,JoeBiden,2022-10-05 22:50:00+00:00,34518,6866,"Congress should codify the protections of Roe v. Wade and do it once and for all. 

But right now, we're short a handful of votes, so the only way it's going to happen is if the American people vote in November."
1577697879237574656,JoeBiden,2022-10-05 16:31:01+00:00,28658,4800,"I signed the Bipartisan Safer Communities Act into law, the first major gun safety legislation in nearly 30 years. I’m not going to stop until I again get an assault weapons ban passed."
1577484468838866946,JoeBiden,2022-10-05 02:23:00+00:00,41964,10908,MAGA Republicans don’t have a clue about the power of women. They are about to find out. https://t.co/akmHFkuOXS
1577458297669550080,JoeBiden,2022-10-05 00:39:00+00:00,17703,3648,"We're not going to sit by and let Republicans throughout the country enact extreme policies to threaten access to basic health care.

That's why we have taken a number of actions to protect access to reproductive health care, including emergency medical care."
1577427343982870528,JoeBiden,2022-10-04 22:36:00+00:00,13681,2510,"For years, there has been no check on how high or how fast Big Pharma can raise drug prices. But thanks to the Inflation Reduction Act, that ends now. 

If Big Pharma tries to raise drug prices faster than inflation, they'll be penalized and have to rebate the money to Medicare."
1577363929684185089,JoeBiden,2022-10-04 18:24:01+00:00,54474,6692,"If you’re on Medicare and you have diabetes, your insulin is going to be capped at $35 a month."
1577106228697862146,JoeBiden,2022-10-04 01:20:00+00:00,39953,11084,"Senator Ron Johnson said if Republicans get control of Washington, they’re coming after the Affordable Care Act again, denying protections for anyone with a preexisting condition. 

These guys never stop."
1577095536594788352,JoeBiden,2022-10-04 00:37:31+00:00,130645,10955,"Get in, folks. We're building a better America: https://t.co/V9Mzpw8kB0 https://t.co/cMKiF0Lqwz"
1577056149354029065,JoeBiden,2022-10-03 22:01:00+00:00,14250,2163,"Today, I announced more than $60 million in funding to help coastal areas in Puerto Rico become better prepared for storms. 

In addition, nearly $700 million in infrastructure investments in Puerto Rico have been announced since I signed the Bipartisan Infrastructure Law."
1576748620816203777,JoeBiden,2022-10-03 01:39:00+00:00,60877,10594,"My dad used to say, “Joey, don’t compare me to the Almighty. Compare me to the alternative.”

And here’s the deal: Democrats want to codify Roe. Republicans want a national ban on abortion. The choice is clear."
1576375412099354624,JoeBiden,2022-10-02 00:56:00+00:00,84634,18844,"Republicans are always talking about the deficit. Well, guess what? The last guy increased the debt with tax cuts for big corporations. Not a penny of it was paid for. 

This year, we've reduced the deficit by more than $1 trillion."
1575976297431449600,JoeBiden,2022-09-30 22:30:04+00:00,18649,3314,"In the past 24 hours, we've approved four more counties in Florida for individual disaster assistance in addition to the nine counties we announced yesterday. 

The federal government will cover 100% of the cost to clear the massive debris left in the wake of the hurricane."
1575640322545156096,JoeBiden,2022-09-30 00:15:01+00:00,37740,5413,"My message to the people of Florida and to the country: At times like this, America comes together. We’re going to pull together as one team, as one America."
1574935675580948480,JoeBiden,2022-09-28 01:35:00+00:00,39608,9342,"In 42 days, democracy is on the ballot. Americans will have to choose between the MAGA Republican platform—embracing extremism and the Big Lie—and Democrats, independents, and mainstream Republicans who believe in the rule of law."
1574896921654829070,JoeBiden,2022-09-27 23:01:00+00:00,18537,3614,"This morning, we got good news about lower costs. The Department of Health and Human Services announced that the premium for Medicare Part B will decrease next year. 

For years, that fee has gone up. Now, for the first time in more than a decade, it's going to go down."
1574867225374244864,JoeBiden,2022-09-27 21:03:00+00:00,3768,792,"There is so much on the line in these midterm elections. With just a few weeks to go, we need your help to protect and expand our Democratic majorities in Congress.

Can you chip in to help elect Democrats today?
https://t.co/QOggr7BzbZ"
1574556933960237056,JoeBiden,2022-09-27 00:30:01+00:00,57796,11726,"Democracy cannot survive when one side believes there’s only two outcomes to an election: either they win, or they were cheated.

That’s not democracy. And that’s where the vast majority of MAGA Republicans are today.  

You can’t love your country only when you win."
1574492776988917764,JoeBiden,2022-09-26 20:15:05+00:00,10725,2294,"This November, we have a choice to be a nation of hope, unity, and optimism, or a nation of fear, division, and darkness. https://t.co/zUkNiGUHZh"
1574443752369815561,JoeBiden,2022-09-26 17:00:16+00:00,35562,7852,The power to get this done is in the hands of the American people. https://t.co/dhdDg2GGbC
1574210396260540422,JoeBiden,2022-09-26 01:33:00+00:00,93254,21126,"Senator Lindsey Graham has proposed a national ban on abortion that would put criminal penalties on doctors. 

This November, if Republicans win control, they will vote for a nationwide ban on abortion. But if you give me two more Democrats in the Senate, I will codify Roe."
1574092873112461312,JoeBiden,2022-09-25 17:46:00+00:00,47589,11984,"If Republicans control the Congress, Social Security will be on the chopping block. But if you support Democrats, I promise you: Social Security will be protected. Period."
1574058156308762625,JoeBiden,2022-09-25 15:28:03+00:00,41118,5375,"It’s time to pass the assault weapons ban. I’ve taken on the NRA, and I beat them before.

I plan on doing it again. https://t.co/SkQOe0VnLS"
1573849015506333697,JoeBiden,2022-09-25 01:37:00+00:00,74085,15546,"The MAGA Republicans didn’t side with law enforcement; they sided with the insurrectionists. 

Don’t tell me you support law enforcement if you can’t condemn what happened on January 6. You can’t be pro-law enforcement and pro-insurrection."
1573809756929679362,JoeBiden,2022-09-24 23:01:00+00:00,31431,6472,"When I came to office, the economy was flat on its back—millions out of work. 

So we acted quickly. We passed the American Rescue Plan, which lifted this nation from economic crisis to economic recovery. And every single Republican voted against it."
1573765540258238466,JoeBiden,2022-09-24 20:05:18+00:00,12396,2143,"We beat Big Pharma. Now, Medicare will have the power to do what so many Democrats and many Republicans in the past talked about doing: lowering prescription drug prices. https://t.co/sOMdwSuXKE"
1573401317099405355,JoeBiden,2022-09-23 19:58:01+00:00,12699,2183,"In February, I laid out our plan to supercharge the Cancer Moonshot that is bold, ambitious, and completely doable. 

The goal is to cut cancer death rates by at least 50% in the next 25 years and to create a more supportive experience for our patients and families."
1573365531574403073,JoeBiden,2022-09-23 17:35:49+00:00,30935,6941,"Every single Republican in Congress voted against the Inflation Reduction Act.

When it came time to actually do something about inflation, Republicans said no."
1573361187491921920,JoeBiden,2022-09-23 17:18:33+00:00,124543,25097,"If you give me two more Democratic senators, and Democrats keep the House, I promise you we will codify Roe v. Wade.

We will once again make Roe the law of the land.

We will once again protect a woman’s right to choose."
1573356414164148224,JoeBiden,2022-09-23 16:59:35+00:00,3193,707,"At @NEAToday to highlight the choice voters have between building an economy that works for working families, and the Republican plan to make health care more expensive, ban abortion nationwide, and put Medicare and Social Security on the chopping block. https://t.co/eYxWRRsJFC"
1573301157568647171,JoeBiden,2022-09-23 13:20:01+00:00,9804,2014,"46 days. Let’s do this.
https://t.co/eyyg5n1xUJ"
1573064670101049344,JoeBiden,2022-09-22 21:40:18+00:00,19280,3565,"We passed the most extensive gun legislation in 30 years and I'm not going to rest until we get assault weapons banned. Our kids should be learning how to read and write, not duck and cover. https://t.co/ZOiHY2PXnc"
1573007724580831233,JoeBiden,2022-09-22 17:54:01+00:00,12404,2052,"To address the inequities in cancer treatment, the Cancer Moonshot allows us to ensure prevention, detection, and treatment reach patients in urban, rural, suburban, and Tribal communities, so they have equal access to cancer diagnostics, therapeutics, and clinical trials."
1572716301763903488,JoeBiden,2022-09-21 22:36:00+00:00,5490,1065,"I’m heading to Florida to talk to voters about the issues at stake in the midterms. From protecting Social Security to women’s health—we have work to do. Join me for a grassroots rally on Tuesday, September 27. RSVP here:
https://t.co/ihDdikuzA9"
1572674530509819905,JoeBiden,2022-09-21 19:50:01+00:00,16821,2687,"Last week, I signed an executive order that directs the federal government to ensure biotechnologies invented in the United States of America are made in the United States of America."
1572621677204164608,JoeBiden,2022-09-21 16:20:00+00:00,10042,1927,Join us at https://t.co/V9MzpvQJcq to fight back against extreme MAGA Republicans. https://t.co/iiQs2AzzuS
1572358698177265664,JoeBiden,2022-09-20 22:55:01+00:00,23781,4733,"Dark money erodes public trust. We need to protect public trust—and I'm determined to do that.

Republicans should join Democrats to pass the DISCLOSE Act and get it to my desk right away."
1572226577915584514,JoeBiden,2022-09-20 14:10:01+00:00,6169,1629,"For our democracy to work, it is up to all of us to protect the right to vote—and exercise it. The first step that all of us can take is to make sure we are registered to vote. 

On National Voter Registration Day, go to https://t.co/Hy8C4mIL2M to check your registration status."
1571996318645587968,JoeBiden,2022-09-19 22:55:03+00:00,3722,1062,"On National Voter Registration Day, @TheDemocrats are making sure everyone has the tools to talk to their community about the importance of voting. Learn how to take action with people across the country tomorrow at 7pm ET: 
https://t.co/yLUbBrwpMr"
